assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
110770,20,222,14500,255,255,255,1909,255,232,255,1,1,46,20,1,255,255,255,255,FC Sion,1,0,-1,0,243898,0,3,-1,50,0,2,4,0,3,0,0,14283,36,1,452,324,0,1,66,3,67,66,68,7,2,67,1,-1,67,1,0,0,243898,263189,0,243898,0,0,0,0,13,2,243898,3,110770,0,4218901,0,0,0,199890,0,0,243898,0,2,0,4,0,67,180,2,1,234687,0,243898,2,1,0,0,316,0,-1,528405,68
110776,1,1,19200,1,255,255,1988,255,255,255,1,1,37,255,1,255,255,50,255,Gaziantep,255,0,-1,0,211061,0,3,-1,30,0,2,4,0,2,0,0,33502,0,1,176,101028,0,1,70,0,70,70,72,37,3,67,1,-1,67,0,0,0,211061,4202560,0,211061,0,0,0,0,0,4,211061,2,110776,0,544832,0,0,0,211061,0,0,211061,0,0,0,5,0,69,179,10,3,211061,0,211061,9,1,0,0,316,0,-1,526400,72
110815,255,255,3300,188,255,1,2010,255,1,255,255,1,47,1,1,255,255,120,255,Politehnica Iași,1,0,-1,0,275225,0,2,-1,50,0,2,4,0,3,0,0,11500,0,1,742,110752,0,1,63,3,63,63,60,27,2,64,1,-1,64,1,0,0,275225,263232,0,275225,0,0,0,0,0,2,275225,4,110815,0,4235328,0,0,0,244474,0,0,275225,0,0,0,5,0,63,24,6,2,275225,0,275225,2,1,0,0,316,0,-1,528448,60
110827,75,25,3900,255,255,255,1926,255,233,255,200,1,43,233,1,255,255,255,255,R. Oviedo,255,0,-1,0,146562,4,6,-1,65,0,2,4,0,4,0,0,30800,0,2,363,459,0,1,71,1,71,71,72,-5,1,70,0,-1,70,2,0,0,146562,131584,0,146562,0,0,0,0,0,4,146562,4,110827,0,147968,0,0,0,146562,1,0,146562,0,0,0,4,0,71,126,4,1,146562,0,146562,2,1,0,0,316,0,-1,263168,72
110832,0,255,50000,255,255,255,1931,255,222,255,0,1,37,0,1,255,255,255,255,Granada CF,0,0,-1,0,245131,0,2,-1,65,0,2,4,0,4,0,0,19436,0,2,193,449,0,1,71,1,70,70,73,-3,2,68,2,-1,69,2,0,0,244393,132432,1,245131,0,0,0,0,0,2,244393,5,110832,0,139600,0,0,0,222041,1,0,222041,0,0,0,4,0,71,126,6,1,222041,0,222041,2,1,0,0,316,0,-1,266576,73
110839,70,40,4500,85,255,155,1960,255,240,255,175,1,42,240,1,255,255,55,255,SD Huesca,255,0,-1,0,270338,0,6,-1,50,0,2,4,0,2,0,0,9100,0,2,222,244,0,1,67,1,69,68,70,0,3,69,2,-1,69,2,0,0,270338,270594,1,270338,0,0,0,0,0,4,270338,3,110839,0,4215042,0,0,0,200519,0,0,270338,0,0,0,4,0,68,126,4,1,190199,0,270338,2,1,0,0,316,0,-1,526594,71
110890,20,235,2300,255,95,255,1896,1,235,60,20,1,51,20,1,60,1,255,95,Crawley Town,20,0,-1,0,252970,0,1,-1,30,0,1,4,0,1,0,0,6134,13,0,123,112259,0,2,63,1,63,63,62,0,1,63,0,-1,63,0,0,0,252970,4194952,0,252970,0,0,0,0,0,3,256070,2,110890,0,524936,0,0,1,229232,0,0,252970,0,0,0,3,0,63,135,4,0,252970,0,252970,2,1,0,0,316,0,-1,525448,62
110908,204,253,21000,20,248,247,1929,249,250,248,29,1,39,250,1,248,249,27,248,Catanzaro,250,0,-1,0,237613,0,3,-1,50,0,2,4,0,2,0,0,14650,0,1,936,112168,0,1,67,3,68,67,69,17,1,66,1,-1,66,1,0,0,237613,262656,0,237613,0,0,0,0,0,3,237613,4,110908,0,4227584,0,0,0,209613,0,0,228882,0,0,0,4,0,68,169,8,1,209613,0,237613,2,1,0,0,316,0,-1,525312,69
110915,250,250,5000,30,250,30,1940,250,250,250,250,1,44,250,1,250,250,30,250,Cesena,250,0,-1,0,251769,0,1,-1,30,0,2,4,0,1,0,0,23860,0,1,99,189,0,1,67,15,68,67,69,12,2,68,1,-1,68,1,0,0,251769,4195584,0,251769,0,0,0,0,0,2,251769,5,110915,0,549120,0,0,0,202513,0,0,251769,0,0,0,4,0,68,169,6,1,72852,0,251769,2,1,0,0,316,0,-1,528640,69
110953,48,225,7500,255,255,255,1918,255,1,255,42,1,-31,1,1,255,255,255,255,Instituto,1,0,-1,0,242342,0,1,-1,50,0,2,4,0,3,0,2,30000,0,0,120,111022,0,1,69,0,69,69,71,-64,1,68,1,-1,68,1,1,0,242342,262656,0,242342,0,0,0,0,0,2,242342,3,110953,0,4211200,0,0,0,228959,0,0,242342,0,0,0,1,0,69,129,7,-3,70441,0,242342,7,1,0,0,316,0,-1,525312,71
110955,78,5,11450,1,1,204,1993,204,255,159,159,1,31,255,1,1,5,1,78,Shanghai Shenhua,255,0,-1,0,73718,0,7,-1,50,0,1,4,0,4,0,0,72000,0,1,446,112540,0,1,68,1,67,68,69,121,3,65,0,-1,65,0,0,0,73718,270464,0,73718,0,0,0,0,4,3,73718,4,110955,0,4247680,0,0,0,217153,1,0,73718,0,3,0,2,0,67,156,4,8,246093,0,73718,4,3,0,0,316,0,-1,526464,69
110968,164,60,16400,124,169,8,1925,169,250,250,220,1,-16,250,1,169,250,70,250,Bolívar,250,0,-1,0,253574,0,10,-1,65,0,2,4,0,5,0,0,41143,0,0,770,1318,0,1,66,12,67,66,67,-68,1,66,1,-1,66,0,1,0,241131,131728,0,253574,0,0,0,0,2,4,253574,6,110968,0,148112,0,0,0,241131,0,0,253574,0,30,0,1,0,67,184,3,-4,260965,0,253574,7,5,0,0,316,0,-1,263312,67
110975,250,250,36500,200,249,54,1937,248,255,249,250,1,-33,0,1,249,248,112,249,Uni. Católica,0,0,-1,0,215155,0,9,-1,50,0,2,4,0,6,0,1,14118,0,1,263,110980,0,1,67,3,68,67,71,-70,1,69,0,-1,69,1,1,0,215155,262658,0,219605,0,0,0,0,4,2,219605,7,110975,0,4211202,0,0,0,232670,1,0,215155,0,16,0,1,0,68,184,1,-4,232670,0,215155,7,6,0,0,316,0,-1,525314,71
110977,0,234,15500,0,249,255,1897,248,1,249,0,1,-33,1,1,249,248,242,249,Unión Española,1,0,-1,0,226584,0,6,-1,50,0,1,4,0,4,0,0,19000,0,0,226,111328,0,1,67,3,68,67,67,-70,2,67,1,-1,67,1,1,0,248547,263240,0,226584,0,0,0,0,2,2,226584,6,110977,0,4251720,0,0,0,226584,1,0,226584,0,7,0,1,0,68,184,5,-4,248547,0,226584,7,3,0,0,316,0,-1,528456,67
110980,255,255,44200,1,249,1,1925,248,215,249,255,1,-33,0,1,249,248,1,249,Colo-Colo,0,0,-1,0,219553,0,10,-1,65,0,2,4,0,7,0,1,47347,29,1,294,110975,0,1,72,3,71,72,70,-70,1,71,1,-1,71,1,1,0,181872,131968,0,71013,0,0,1,0,14,5,71013,8,110980,0,164736,0,0,0,181872,0,0,181872,0,33,0,1,0,71,184,2,-4,181872,0,219553,7,6,0,0,316,0,-1,263552,70
110981,248,255,46000,15,249,195,1925,248,255,249,51,1,-2,248,1,249,248,37,249,Barcelona SC,51,0,-1,0,253327,0,10,-1,50,0,2,4,0,7,0,1,57267,18,0,780,110986,0,1,69,3,69,69,70,-79,2,68,1,-1,68,1,1,0,272990,263296,2,272990,0,0,0,0,0,10,272990,4,110981,0,4202624,0,0,0,246406,0,0,253327,0,16,0,1,0,69,184,7,-5,253327,0,253327,7,7,0,0,316,0,-1,528512,70
110986,255,255,28900,26,249,137,1918,248,22,249,255,1,0,36,1,249,248,8,249,LDU Quito,57,0,-1,0,253322,0,9,-1,65,0,2,0,0,6,0,1,41575,0,0,781,110981,0,1,69,1,70,69,70,78,1,68,1,-1,68,0,1,0,253322,131712,0,254206,0,0,1,0,1,4,253322,7,110986,2,148096,0,0,0,199103,0,1,253322,0,12,0,1,0,70,184,5,-5,273843,0,253322,7,7,0,0,316,0,-1,263296,70
110989,28,235,13000,1,255,1,1967,255,235,255,36,1,10,28,1,255,255,1,255,Caracas FC,36,0,-1,0,226395,0,9,-1,30,0,2,0,0,4,0,1,23940,0,0,800,110990,0,1,64,3,64,64,65,-66,3,64,1,-1,64,1,1,0,226395,4202752,1,226395,0,0,0,0,5,3,226395,4,110989,0,545024,0,0,0,72898,0,0,226395,0,12,0,1,0,64,184,5,-4,253919,0,226395,7,3,0,0,316,0,-1,526592,65
110990,184,234,13200,30,250,30,1974,250,241,250,1,1,7,232,1,250,250,30,250,Dep. Táchira,70,0,-1,0,261648,0,9,-1,50,0,2,4,0,4,0,0,38755,0,0,801,110989,0,1,67,3,67,67,66,-72,2,67,1,-1,67,1,1,0,261648,263424,0,261648,0,0,0,0,2,2,261648,6,110990,0,4219136,0,0,1,192765,1,0,261648,0,10,0,1,0,67,184,5,-4,261648,0,261648,7,4,0,0,316,0,-1,528640,66
110991,21,146,11100,194,255,7,1964,255,255,255,21,1,10,255,1,255,255,54,255,Carabobo FC,255,0,-1,0,253579,0,5,-1,30,0,2,4,0,1,0,0,10400,0,2,803,110990,0,2,65,0,66,65,65,-68,3,66,2,-1,66,2,0,0,253579,4202752,2,253579,0,0,0,0,0,4,253579,3,110991,0,545024,0,0,0,236608,0,0,253579,0,0,0,1,0,66,184,5,-4,253579,0,253579,7,1,0,0,316,0,-1,526592,65
111006,59,6,8600,5,249,234,1921,248,6,249,227,1,-25,59,1,249,248,234,249,Sportivo Luqueño,227,0,-1,0,240874,0,2,-1,50,0,2,4,0,3,0,0,24000,0,0,787,101108,0,1,66,0,66,66,65,-57,3,62,1,-1,62,1,1,0,240874,270336,0,235511,0,0,0,0,0,4,235511,3,111006,0,4214784,0,0,0,182941,0,0,240874,0,2,0,1,0,66,184,1,-4,232066,0,240874,7,1,0,0,316,0,-1,526336,65
111008,250,250,45500,30,249,30,1905,248,250,249,250,1,-25,250,1,249,248,30,249,Libertad,250,0,-1,0,179752,0,9,-1,30,1,2,4,0,6,0,0,14000,0,0,771,101108,0,1,69,1,69,69,69,-57,2,70,2,-1,70,0,1,0,204699,4195392,0,204699,0,0,0,0,1,2,204699,8,111008,0,548928,0,0,0,179752,1,0,179752,0,25,0,1,0,69,184,6,-3,179752,0,179752,7,7,0,0,316,0,-1,528448,69
111010,36,12,30000,255,249,255,1901,248,12,249,76,1,-12,36,1,249,248,255,249,Alianza Lima,76,0,-1,0,253771,0,9,-1,30,0,2,0,0,6,0,1,35000,5,0,789,111014,0,1,68,3,70,68,71,-77,3,70,1,-1,70,1,1,0,253771,4202768,1,253771,0,0,0,0,0,2,253771,6,111010,0,545040,0,0,1,191856,1,0,253771,0,25,0,1,0,70,184,2,-5,191856,0,253771,7,4,0,0,316,0,-1,526608,71
111011,41,226,17000,77,255,35,1901,255,245,255,42,1,31,245,1,255,255,42,255,Cienciano,245,0,-1,0,253833,0,6,-1,50,0,2,0,0,3,0,0,42300,0,0,880,111010,0,1,68,0,67,68,70,30,3,66,1,-1,66,1,1,0,253833,270656,0,253833,0,0,0,0,0,3,253833,4,111011,1,4215104,0,0,0,265447,1,0,253833,0,0,0,1,0,67,6,4,-5,241499,0,253833,7,2,0,1,316,0,-1,526656,70
111013,224,123,31300,250,248,250,1955,248,4,248,251,1,-12,204,1,248,248,250,248,Sporting Cristal,255,0,-1,0,253619,0,9,-1,50,0,1,4,0,6,0,0,18000,0,0,789,111010,0,1,69,3,70,69,70,-77,1,69,1,-1,69,0,0,0,253619,263056,2,253619,0,0,0,0,0,3,253619,6,111013,0,4227984,0,0,0,196848,0,0,253619,0,20,0,1,0,70,6,4,-5,215292,0,253619,7,5,0,0,316,0,-1,525712,70
111014,254,254,27530,25,248,140,1924,248,127,248,240,1,-12,28,1,248,248,22,248,Universitario,23,0,-1,0,223637,0,9,-1,30,0,1,4,0,6,0,0,80000,0,0,789,111010,0,1,70,3,70,70,71,-76,2,70,0,-1,70,1,1,0,211274,4195408,0,223637,0,0,0,0,0,2,223637,4,111014,0,565328,0,0,1,196688,1,0,223637,0,27,0,1,0,70,184,4,-5,210951,0,223637,7,4,0,0,316,0,-1,528464,71
111019,45,235,35000,255,255,255,1904,255,0,255,46,1,-34,93,1,255,255,255,255,Argentinos Jrs.,163,0,-1,0,271501,0,6,-1,50,0,2,4,0,4,0,1,25110,0,0,82,112689,0,1,72,1,71,72,70,-58,1,70,1,-1,70,1,1,0,272350,262657,2,271501,0,0,1,0,0,4,223105,8,111019,0,4227585,0,0,0,271501,0,0,223105,0,3,0,1,0,71,129,7,-3,232765,0,223105,7,5,0,0,316,0,-1,525313,70
111020,18,32,6500,255,255,255,1913,255,33,255,44,1,-32,19,1,255,255,255,255,Ind. Rivadavia,45,0,-1,0,233959,0,1,-1,50,0,2,4,0,1,0,2,24000,0,0,839,111716,0,1,64,15,68,64,68,-68,2,67,0,-1,67,0,1,0,76718,263232,0,233959,0,0,0,0,0,3,233959,1,111020,0,4202560,0,0,0,233959,0,0,233959,0,0,0,1,0,68,129,3,-3,233959,0,233959,7,1,0,0,316,0,-1,528448,68
111022,154,1,15500,1,255,1,1905,255,250,255,212,1,-31,250,1,255,255,1,255,Belgrano,250,0,-1,0,215270,0,3,-1,30,0,2,4,0,4,0,2,30000,0,0,120,112670,0,1,70,3,71,70,74,-64,1,68,1,-1,68,1,1,0,215270,4195137,0,215270,0,0,0,0,0,3,215270,7,111022,0,541505,0,0,0,215270,0,0,215270,0,0,0,1,0,71,129,6,-3,198347,0,215270,7,1,0,0,316,0,-1,525633,74
111052,0,0,25400,0,225,229,1918,225,0,225,142,1,-3,50,1,225,225,1,225,Fortaleza,180,0,-1,0,230486,0,6,-1,50,0,2,4,0,4,0,0,60342,1,0,693,1043,0,1,71,3,71,71,71,-38,1,71,1,-1,71,0,0,0,230433,132352,0,230340,0,0,0,0,0,2,230340,4,111052,0,165120,0,0,0,230227,1,0,230486,0,0,0,1,0,71,184,8,-3,230292,0,230486,7,4,0,0,316,0,-1,270592,71
111065,14,144,171500,102,14,51,2004,144,237,26,26,1,41,207,1,26,144,51,14,Real Salt Lake,22,0,-1,0,246300,4,6,-1,30,0,2,4,0,4,0,0,20213,0,1,427,694,0,1,69,0,68,69,64,-112,1,67,0,-1,67,1,0,0,246300,4194946,0,246300,0,0,0,0,0,5,270517,8,111065,0,541314,0,0,0,274970,0,0,246300,0,1,0,6,0,68,189,6,-7,70934,0,246300,2,4,0,0,316,0,-1,525442,64
111083,228,255,7100,30,120,240,1973,120,30,30,30,1,50,30,1,120,30,30,30,Korona Kielce,30,0,-1,0,231923,0,2,-1,50,0,2,4,0,2,0,0,15500,0,1,246,111088,0,1,64,1,64,64,65,20,2,63,1,-1,63,1,0,0,231923,263488,0,275951,0,0,0,0,0,3,231923,5,111083,0,4251968,0,0,0,220616,1,0,231923,0,0,0,5,0,64,127,5,1,231601,0,231923,2,1,0,2,316,0,-1,528704,65
111086,51,0,8800,15,120,196,1945,120,0,120,153,1,50,83,1,120,120,13,120,Piast Gliwice,205,0,-1,0,244213,0,6,-1,50,0,1,4,0,3,0,0,9913,4,1,188,420,0,1,67,1,66,67,64,18,2,67,1,-1,67,0,0,0,244213,263168,0,244213,0,0,0,0,0,2,244213,2,111086,0,4218880,0,0,1,214882,1,0,244213,0,1,0,5,0,66,127,5,1,244213,0,244213,2,2,0,0,316,0,-1,528384,64
111088,168,68,7900,250,130,250,1910,120,30,130,76,1,51,30,1,130,120,250,130,Radomiak Radom,30,0,-1,0,210401,0,4,-1,50,0,2,4,0,2,0,0,8840,0,1,868,111083,0,1,66,3,65,66,64,21,2,65,1,-1,65,1,0,0,231460,263168,0,210401,0,0,0,0,0,2,231460,2,111088,0,4251648,0,0,1,204078,0,0,231460,0,0,0,5,0,65,127,3,1,204078,0,231460,2,1,0,2,316,0,-1,528384,64
111091,156,0,6900,255,15,255,1945,30,0,15,73,1,54,64,1,30,0,255,50,Lechia Gdańsk,0,0,-1,0,242350,0,7,-1,65,0,2,4,0,4,0,0,43615,0,1,177,1871,0,1,64,1,63,65,63,18,1,61,1,-1,63,1,0,0,72586,131648,0,242350,0,0,0,0,2,3,72586,5,111091,0,148032,0,0,1,242350,0,0,72586,0,0,0,5,0,63,127,2,1,255361,0,72586,2,2,0,0,316,0,-1,263232,63
111092,142,0,12900,255,120,255,1947,120,187,120,80,1,51,10,1,120,120,255,120,Śląsk Wrocław,4,0,-1,0,251026,0,7,-1,65,0,2,4,0,3,0,0,42877,0,1,532,110749,0,1,66,1,65,65,64,16,1,65,1,-1,64,0,0,0,251026,131588,0,251026,0,0,0,0,2,2,251026,7,111092,0,164356,0,0,0,251026,1,0,251026,0,2,0,5,0,65,127,6,1,251026,0,251026,2,3,0,0,316,0,-1,263172,64
111097,0,0,3000,250,0,250,1950,0,255,139,139,1,51,255,1,139,0,250,0,Motor Lublin,0,0,-1,0,236363,0,1,-1,50,0,2,4,0,1,0,0,15247,0,1,957,111088,0,1,66,1,64,65,64,22,2,64,1,-1,64,1,0,0,236363,263232,0,236363,0,0,0,0,0,1,236363,4,111097,0,4218944,0,0,0,214887,0,0,236363,0,0,0,5,0,64,127,7,1,214887,0,236363,2,1,0,0,316,0,-1,528448,64
111111,39,193,0,255,250,255,1928,250,20,250,45,2,33,222,2,250,250,255,250,Morocco,136,0,-1,0,235212,0,10,-1,90,0,2,4,0,0,0,0,67000,0,1,0,111527,0,1,77,1,79,77,81,-7,1,81,1,-1,81,0,0,0,235212,66048,0,235212,0,0,0,0,0,2,235212,0,111111,0,66048,0,0,1,208295,0,0,235212,0,0,0,0,0,79,152,0,1,235410,0,235212,9,6,0,0,366,0,-1,132096,81
111138,223,222,150000,237,1,133,2010,1,12,1,224,1,44,41,1,1,1,199,1,Minnesota United,80,0,-1,0,233092,4,3,-1,50,0,1,4,0,2,0,0,19400,0,1,602,696,0,1,71,3,68,71,67,-93,2,66,0,-1,67,1,0,0,233092,263306,0,212424,0,0,0,0,0,2,212424,9,111138,0,4202634,0,0,0,202170,0,0,233092,0,0,0,6,0,68,189,6,-6,251229,0,233092,2,1,0,0,316,0,-1,528522,69
111139,82,11,189000,12,255,12,1993,255,255,160,160,1,46,255,1,255,11,12,82,CF Montréal,255,0,-1,0,260398,0,4,-1,50,0,2,4,0,4,0,0,20801,0,1,327,111651,0,1,65,0,66,65,67,-74,2,63,0,-1,64,1,0,0,260398,263496,0,266335,0,0,0,0,0,2,260398,7,111139,0,4251976,0,0,0,213092,0,0,260398,0,0,0,6,0,66,189,6,-5,244250,0,260398,2,4,0,0,316,0,-1,528712,66
111140,72,0,201000,0,1,203,2009,1,0,1,18,1,46,100,1,1,1,151,1,Portland Timbers,14,0,-1,0,213620,4,7,-1,30,0,2,4,0,4,1,1,25218,0,1,384,111144,2,1,69,15,70,70,71,-123,2,70,0,-1,68,1,0,0,203067,4195672,3,259111,0,0,0,0,0,3,259111,4,111140,0,565592,0,0,0,203067,0,0,213620,0,1,0,6,0,69,189,5,-8,213620,0,213620,2,3,0,0,366,0,-1,528728,70
111144,198,148,314500,148,211,0,2007,211,148,211,82,1,48,240,1,211,211,85,211,Sounders FC,82,0,-1,0,210423,4,7,-1,90,1,2,6,0,7,0,0,37722,0,1,440,111140,2,1,68,15,71,69,73,-122,1,71,0,-1,71,1,0,0,210423,66120,3,210423,0,0,0,0,4,2,210423,7,111144,0,82504,0,1,0,190569,0,0,210423,0,2,0,6,0,71,189,9,-8,210423,0,210423,2,7,0,0,366,0,-1,132168,73
111205,42,92,0,255,255,255,1800,255,111,255,16,1,51,42,1,255,255,255,255,Classic XI,1,0,-1,0,167135,4,10,-1,50,0,2,4,0,0,0,0,100000,0,0,110,114815,0,0,92,0,92,92,92,7,2,91,0,-1,91,0,0,0,190045,263168,0,226764,0,0,0,0,0,2,190045,0,111205,0,4202496,0,2,0,168473,1,0,190045,0,0,0,0,0,92,6,0,1,190048,0,190045,2,10,0,0,316,0,-1,528384,92
111235,1,225,38440,98,255,10,2007,255,178,225,1,2,48,178,2,255,225,31,225,Heidenheim,178,0,-1,1,231227,0,3,-1,30,0,2,4,0,2,0,0,15000,0,1,214,110178,0,1,72,3,72,72,73,10,2,72,1,-1,72,1,0,0,231227,4195478,1,231227,0,0,0,0,0,2,231227,3,111235,0,581782,0,0,0,216199,0,0,231227,0,0,0,4,0,72,113,5,1,260290,0,231227,2,1,0,0,316,0,-1,528534,73
111239,255,255,12500,1,235,1,2004,235,225,235,255,1,48,1,1,235,235,1,235,FC Ingolstadt 04,25,0,-1,0,234945,0,10,-1,30,0,2,4,1,2,0,0,15800,0,1,227,33,0,1,66,1,65,66,65,11,2,65,1,-1,65,1,0,0,270554,4195329,1,234945,0,0,0,0,0,2,234945,3,111239,0,532481,0,0,0,227932,0,0,234945,0,0,0,4,0,65,123,1,1,244034,0,234945,2,1,0,0,316,0,-1,528385,65
111273,102,12,19000,255,255,255,1897,255,17,255,70,1,48,147,1,255,255,255,255,Red Star FC,101,0,-1,0,72138,4,2,-1,30,0,2,4,0,3,0,0,5600,0,1,415,111817,0,1,65,1,65,65,65,2,2,65,0,-1,65,0,0,0,72138,4195332,0,72138,0,0,0,0,5,2,72138,3,111273,0,532484,0,0,0,244688,0,0,72138,0,0,0,0,0,65,103,6,1,72133,0,72138,2,1,0,0,316,0,-1,528388,65
111276,107,1,13500,255,1,255,1909,1,1,1,174,1,51,110,1,1,1,255,1,USL Dunkerque,185,0,-1,0,267973,0,2,-1,30,0,1,4,0,1,0,0,5000,0,0,815,64,0,1,66,3,67,66,68,2,1,69,1,-1,69,0,0,0,267973,4195072,0,263343,0,0,0,0,0,3,267973,1,111276,0,525056,0,0,0,240258,0,0,267973,0,0,0,4,0,67,103,8,1,203699,0,267973,2,1,0,0,316,0,-1,525568,68
111325,250,250,47000,46,249,238,1899,248,141,249,250,2,-34,194,2,249,248,24,249,Nacional,220,0,-1,0,229015,0,10,-1,65,0,2,4,0,6,0,1,34000,0,1,795,101110,0,1,71,3,71,71,73,-56,1,71,1,-1,71,1,1,0,229015,131584,1,229015,0,0,3,0,0,4,229015,7,111325,0,147968,0,0,0,197655,0,0,229015,0,49,0,1,0,71,184,3,-3,207715,0,229015,7,5,0,0,316,0,-1,263168,73
111328,250,250,16500,100,250,20,1920,250,238,250,250,1,-33,46,1,250,250,141,250,Palestino,36,0,-1,0,229209,0,6,-1,50,0,2,4,0,3,0,0,6000,0,0,256,110975,0,1,68,3,67,68,65,-70,2,67,1,-1,67,1,1,0,229209,263424,0,207641,0,0,0,0,3,2,229209,6,111328,0,4235520,0,0,1,207641,0,0,229209,0,2,0,1,0,67,184,8,-4,207641,0,229209,7,4,0,0,316,0,-1,528640,65
111329,221,237,19500,3,249,23,1903,248,255,249,20,1,-25,255,1,249,248,17,249,Guaraní,255,0,-1,0,215750,0,7,-1,50,0,2,4,0,4,0,0,5380,0,0,771,101108,0,1,65,1,66,65,68,-57,2,65,1,-1,65,1,1,0,215750,263232,0,215750,0,0,0,0,1,2,215750,5,111329,0,4218944,0,0,0,228748,1,0,215750,0,11,0,1,0,66,184,7,-4,215750,0,215750,7,4,0,0,316,0,-1,528448,68
111334,33,239,22750,1,249,1,1915,248,239,249,20,1,-16,33,1,249,248,1,249,FBC Melgar,20,0,-1,0,212747,0,8,-1,50,0,2,0,0,4,0,1,60000,13,0,791,111011,0,1,68,2,68,68,70,-71,1,68,1,-1,68,0,0,0,212747,262928,1,212747,0,0,0,0,0,4,212747,4,111334,0,4244240,0,0,1,215074,0,0,212747,0,2,0,1,0,68,6,5,-5,219575,0,212747,7,4,0,0,316,0,-1,525584,70
111339,51,51,26230,255,255,255,1921,255,200,255,153,1,41,1,1,255,255,255,255,Kasımpaşa,1,0,-1,0,226517,0,4,-1,30,0,2,4,0,4,0,0,14234,3,1,231,101014,0,1,71,0,71,71,73,28,3,70,1,-1,70,1,0,0,223030,4202754,0,226517,0,0,0,0,0,2,223030,4,111339,0,545026,0,0,1,223030,1,0,223030,0,0,0,5,0,71,179,8,3,226517,0,223030,9,3,0,0,316,0,-1,526594,73
111380,25,25,14640,20,250,190,2001,250,60,250,25,1,52,60,1,250,250,20,250,Almere City FC,60,0,-1,0,209316,0,2,-1,50,0,2,4,0,1,0,0,4501,0,2,932,245,0,2,67,1,66,67,66,5,1,66,2,-1,66,2,0,0,209316,262656,0,209316,0,0,0,0,0,3,209316,4,111380,0,4194816,0,0,0,229974,0,0,209316,0,0,0,4,0,66,170,7,1,229974,0,209316,2,1,0,0,316,0,-1,525312,66
111393,1,255,8000,9,1,252,2003,1,229,1,1,1,-34,25,1,1,1,210,1,Adelaide United,55,0,-1,0,212803,0,6,-1,30,0,1,4,0,3,0,0,16500,0,1,5,111397,0,2,63,1,62,63,61,138,1,63,2,-1,63,1,0,0,212803,4194834,2,212803,0,0,0,0,3,1,212803,5,111393,0,541202,0,0,0,220819,0,0,212803,0,1,0,3,0,62,117,5,9,212803,0,212803,2,3,0,0,316,0,-1,525330,61
111395,118,244,11000,1,1,1,2005,1,251,1,36,1,-27,82,1,1,1,1,1,Brisbane Roar,1,0,-1,0,180903,0,5,-1,50,0,2,4,0,3,0,0,52500,0,1,75,111400,0,2,63,1,62,63,63,153,2,60,2,-1,60,1,0,0,180903,263296,2,180903,0,0,0,0,0,2,180903,6,111395,0,4202624,0,0,1,180903,1,0,180903,0,3,0,3,0,62,117,5,10,180903,0,180903,2,3,0,0,316,0,-1,528512,63
111396,210,255,5500,155,1,1,2004,1,255,1,1,1,-33,196,1,1,1,82,1,Central Coast,35,0,-1,0,277428,0,6,-1,50,0,1,4,0,2,0,0,20059,0,1,190,111398,0,2,62,1,62,62,62,151,2,62,2,-1,62,1,0,0,247336,263184,2,277428,0,0,0,0,0,2,277428,8,111396,0,4202512,0,0,0,217439,1,0,277428,0,3,0,3,0,62,117,9,10,256392,0,277428,2,3,0,0,316,0,-1,528400,62
111397,46,3,11500,255,1,255,2004,1,137,1,94,1,-37,148,1,1,1,255,1,Melb. Victory,152,0,-1,0,246007,0,6,-1,50,0,2,4,0,4,0,0,30050,0,1,311,111400,0,2,65,1,64,65,66,144,1,62,2,-1,62,1,0,0,246007,262744,2,246007,0,0,0,0,2,2,234867,2,111397,0,4227672,0,0,0,193143,0,0,234867,0,4,0,3,0,64,117,3,10,246007,0,234867,2,4,0,0,316,0,-1,525400,66
